m,x,b,y
-42,-55,-83,2227
43,92,75,4031
53,84,62,4514
-2,24,88,40
-27,-70,39,1929
58,-28,49,-1575
-86,-7,-67,535
98,-83,-68,-8202
11,45,-41,454
84,99,-85,8231
10,-57,-85,-655
92,-10,-91,-1011
35,-41,-11,-1446
60,78,-33,4647
-97,49,67,-4686
87,-14,-78,-1296
-92,56,-88,-5240
-55,20,-13,-1113
-20,20,-10,-410
67,85,-34,5661
-16,-22,-90,262
-67,-48,36,3252
59,10,39,629
-41,-13,85,618
-34,24,100,-716
26,53,-88,1290
-73,42,10,-3056
99,-76,-69,-7593
95,3,-8,277
-5,34,-96,-266
1,-5,90,85
-30,79,-86,-2456
64,-19,1,-1215
72,-14,62,-946
28,7,-65,131
25,71,60,1835
-76,-92,-70,6922
66,96,19,6355
-73,79,-98,-5865
91,-58,43,-5235
97,83,-53,7998
-74,-52,-50,3798
-53,-31,-3,1640
43,-17,10,-721
54,26,-72,1332
-44,96,-10,-4234
65,-10,15,-635
-39,58,87,-2175
35,-6,55,-155
46,-49,-55,-2309
8,-84,-41,-713
79,-52,-27,-4135
71,-81,99,-5652
17,-87,-43,-1522
-29,-30,-21,849
53,-65,-11,-3456
-10,-38,47,427
12,-11,18,-114
28,28,-28,756
-77,56,-51,-4363
-85,-12,-37,983
47,46,-5,2157
52,-20,9,-1031
65,11,1,716
-29,-48,98,1490
-62,68,-46,-4262
-56,33,9,-1839
27,-77,79,-2000
-6,-92,66,618
-56,-11,-54,562
99,11,-2,1087
-50,-37,-51,1799
-34,63,53,-2089
-40,85,6,-3394
-32,-93,-83,2893
-89,95,-13,-8468
18,-72,78,-1218
-16,19,19,-285
76,-51,71,-3805
-26,-8,-26,182
-61,-3,45,228
-73,17,-17,-1258
-21,13,-63,-336
-47,90,-11,-4241
36,70,-97,2423
-96,-88,13,8461
-14,-26,15,379
-3,-70,84,294
-73,43,-46,-3185
22,25,22,572
50,-89,-7,-4457
36,-51,-62,-1898
-50,1,57,7
-19,-37,-43,660
-97,13,23,-1238
-41,-30,-5,1225
-20,-45,-6,894
-41,-52,-90,2042
-41,52,36,-2096
-31,9,17,-262
98,-1,-40,-138
-3,-18,-44,10
-76,-85,-28,6432
72,12,-59,805
-44,-15,72,732
9,-18,-26,-188
66,-6,-5,-401
-27,86,12,-2310
54,84,-37,4499
74,26,-33,1891
65,-49,-5,-3190
25,5,33,158
-74,10,11,-729
75,8,86,686
-58,85,-84,-5014
-51,27,-40,-1417
91,12,-53,1039
-80,-79,-13,6307
-88,-99,-11,8701
-34,51,1,-1733
73,-42,94,-2972
61,97,14,5931
-89,-29,47,2628
42,-33,23,-1363
37,25,-81,844
-32,74,-22,-2390
-90,-80,-92,7108
90,46,30,4170
-53,28,-78,-1562
10,62,60,680
-57,-12,81,765
-60,-41,-25,2435
-69,-55,-34,3761
-40,85,100,-3300
19,91,49,1778
-36,19,-84,-768
82,5,91,501
23,-81,87,-1776
-55,-63,14,3479
-96,7,-55,-727
-29,-67,92,2035
-82,-44,35,3643
-58,90,1,-5219
71,89,-50,6269
-63,85,-91,-5446
-13,-21,92,365
80,-62,-75,-5035
74,-8,-45,-637
-6,3,-63,-81
-79,100,56,-7844
78,37,-99,2787
87,-48,56,-4120
98,86,86,8514
6,-52,7,-305
19,55,-98,947
-51,-25,-76,1199
-87,95,69,-8196
42,93,-70,3836
-95,-76,88,7308
60,41,79,2539
28,-44,19,-1213
-85,-79,-20,6695
-25,82,19,-2031
2,71,-11,131
-96,64,-98,-6242
-90,47,97,-4133
-2,-73,-55,91
-86,-16,66,1442
45,52,-96,2244
-74,-23,97,1799
-10,-83,1,831
-71,-18,-76,1202
-33,92,-35,-3071
-89,-15,0,1335
51,49,-38,2461
-44,63,5,-2767
10,-100,-68,-1068
84,-21,-62,-1826
-63,-84,-71,5221
70,-96,-12,-6732
47,8,-30,346
-57,67,48,-3771
60,-21,68,-1192
-63,75,-45,-4770
95,34,8,3238
67,45,-22,2993
28,-85,-44,-2424
36,-66,-33,-2409
-20,2,-52,-92
-30,62,20,-1840
69,60,-54,4086
-25,3,-82,-157
-77,92,-57,-7141
39,-51,-9,-1998
-19,74,-47,-1453
-68,72,-31,-4927
16,-17,50,-222
-16,-14,74,298
-39,-68,55,2707
-59,65,-84,-3919
86,31,-81,2585
-65,67,-45,-4400
-55,-47,-72,2513
-78,-69,61,5443
-43,-76,-84,3184
-3,19,46,-11
-41,73,-54,-3047
100,66,-27,6573
29,9,-72,189
-83,89,-28,-7415
69,47,39,3282
-64,36,-33,-2337
99,46,-95,4459
65,-87,58,-5597
18,23,9,423
-77,17,-59,-1368
56,68,-90,3718
3,-26,29,-49
26,8,-44,164
49,-89,9,-4352
18,31,-57,501
39,40,89,1649
45,2,93,183
11,2,-24,-2
35,85,95,3070
-99,27,-63,-2736
-64,-63,97,4129
22,-67,-75,-1549
-36,28,13,-995
-16,-61,-76,900
58,-28,62,-1562
94,46,58,4382
-25,34,60,-790
56,-68,-5,-3813
64,-57,89,-3559
-94,8,-78,-830
11,-22,-28,-270
93,-40,-54,-3774
-58,-29,-84,1598
-38,-93,-9,3525
-20,-69,93,1473
-70,100,-40,-7040
-74,-71,-39,5215
90,-93,-56,-8426
62,97,-60,5954
-36,43,32,-1516
-55,-20,44,1144
67,-28,-6,-1882
45,-17,-31,-796
9,-79,92,-619
-57,79,54,-4449
-92,-2,-71,113
69,36,84,2568
38,-15,-2,-572
-99,75,-62,-7487
60,-54,57,-3183
-29,-61,11,1780
66,-3,28,-170
-11,0,-98,-98
-73,-23,64,1743
21,41,-44,817
98,53,-53,5141
3,92,31,307
-7,-84,19,607
-39,32,7,-1241
-52,-100,-36,5164
32,78,-50,2446
-32,74,-93,-2461
83,-38,35,-3119
34,-87,67,-2891
-59,-30,-17,1753
-73,3,53,-166
-26,-65,17,1707
25,-20,-65,-565
-3,-15,-66,-21
89,17,-26,1487
-32,-42,14,1358
-80,-58,-8,4632
-4,16,-32,-96
2,-19,50,12
-48,-22,-71,985
-27,77,42,-2037
-29,-60,-94,1646
-68,-30,-40,2000
34,-73,-25,-2507
-93,-25,66,2391
-27,30,-26,-836
-60,-31,-51,1809
38,-28,-87,-1151
90,58,-30,5190
-8,-19,20,172
86,51,7,4393
73,39,76,2923
13,35,-87,368
23,-20,46,-414
-8,24,4,-188
37,-7,-25,-284
17,12,-43,161
11,-55,53,-552
-28,13,-56,-420
-52,-84,54,4422
-71,74,12,-5242
-52,-8,-21,395
-74,46,98,-3306
-28,-39,71,1163
97,22,51,2185
84,27,11,2279
-32,18,-29,-605
-37,-79,73,2996
90,-17,0,-1530
87,52,91,4615
13,-95,-69,-1304
-25,79,-57,-2032
89,-47,-53,-4236
33,38,9,1263
7,-17,43,-76
-31,-83,84,2657
71,98,-66,6892
-29,75,-90,-2265
67,87,99,5928
-42,-82,-83,3361
53,-86,-95,-4653
-65,-15,59,1034
-58,65,26,-3744
-22,5,-24,-134
-70,-100,-39,6961
-69,-96,78,6702
-12,5,-21,-81
-18,14,-8,-260
81,-25,13,-2012
44,78,-8,3424
54,99,9,5355
30,-43,22,-1268
-3,75,-60,-285
-29,-75,81,2256
-60,52,51,-3069
69,-89,86,-6055
-69,62,-60,-4338
-43,-50,0,2150
28,-63,61,-1703
60,-13,24,-756
29,41,60,1249
-76,-83,52,6360
-71,-85,30,6065
21,-57,-70,-1267
47,24,96,1224
-55,-10,67,617
15,-26,-63,-453
90,-73,15,-6555
-15,-85,-36,1239
-45,-45,36,2061
-30,37,-82,-1192
99,82,53,8171
-12,72,-4,-868
80,54,97,4417
-64,78,-18,-5010
-89,-31,-18,2741
5,-20,87,-13
-76,-71,-7,5389
-66,-7,-32,430
-91,-84,79,7723
90,72,-6,6474
22,11,92,334
-52,-83,-70,4246
40,17,42,722
-52,76,44,-3908
73,-55,80,-3935
-97,-69,-66,6627
-25,-57,-12,1413
-94,-8,-14,738
-63,44,-73,-2845
59,27,98,1691
100,-80,46,-7954
27,22,-53,541
37,97,-16,3573
-17,-30,-79,431
25,3,-90,-15
97,-34,24,-3274
-32,-61,88,2040
-62,36,23,-2209
4,-5,-79,-99
-80,45,23,-3577
-40,67,-67,-2747
-3,-72,-14,202
29,70,-94,1936
8,-29,75,-157
15,8,55,175
58,-24,39,-1353
45,-77,85,-3380
13,-90,-13,-1183
-39,-64,57,2553
30,48,34,1474
-12,86,-36,-1068
-72,91,-18,-6570
-98,-14,-64,1308
88,-11,45,-923
98,84,-62,8170
-19,82,12,-1546
59,-46,12,-2702
44,29,86,1362
6,50,-88,212
-57,-48,76,2812
-6,-24,-29,115
21,17,-31,326
-50,-32,65,1665
-72,53,85,-3731
-70,100,-3,-7003
84,-65,-21,-5481
25,23,-52,523
-71,-58,78,4196
-93,75,-78,-7053
-47,-12,-54,510
72,-35,75,-2445
9,-76,51,-633
66,-88,-29,-5837
60,100,-80,5920
-32,30,65,-895
94,53,39,5021
-50,-97,77,4927
88,5,87,527
33,16,-38,490
-77,-81,53,6290
-39,-97,-68,3715
15,-7,32,-73
96,-38,94,-3554
-80,23,5,-1835
59,-47,-17,-2790
-46,92,32,-4200
-13,6,-77,-155
92,2,-100,84
-51,44,-82,-2326
-97,4,19,-369
48,62,-2,2974
15,-30,-82,-532
23,-14,-73,-395
89,11,-81,898
-49,77,82,-3691
40,100,-22,3978
50,81,100,4150
54,53,69,2931
2,27,-19,35
-7,31,37,-180
71,-99,-87,-7116
65,-85,-17,-5542
73,-61,47,-4406
51,68,-29,3439
84,17,71,1499
-51,-8,-33,375
38,55,96,2186
-15,-37,-64,491
-80,-59,-83,4637
-66,89,-78,-5952
-40,-18,-61,659
24,-7,-69,-237
97,-94,45,-9073
54,-12,61,-587
67,-15,-10,-1015
26,-70,-83,-1903
-61,-39,-70,2309
-21,-31,37,688
2,-2,-80,-84
-64,79,-23,-5079
93,-1,94,1
-85,-76,-44,6416
34,-24,43,-773
-1,47,8,-39
14,-22,-84,-392
87,-6,-87,-609
-25,-82,-87,1963
-46,76,-93,-3589
-27,33,78,-813
-26,85,31,-2179
-9,97,57,-816
-47,-8,-36,340
-23,-24,2,554
76,31,57,2413
30,79,-50,2320
21,-66,50,-1336
-76,21,-42,-1638
-66,-18,-77,1111
55,81,68,4523
11,71,94,875
-77,-81,-12,6225
-15,-86,54,1344
60,-3,-79,-259
-84,67,-88,-5716
64,-72,57,-4551
92,-92,-7,-8471
-41,18,94,-644
83,-5,65,-350
0,-32,-94,-94
74,-54,-5,-4001
11,-30,22,-308
10,-35,39,-311
68,84,-28,5684
-57,100,-45,-5745
37,-92,97,-3307
-98,-78,18,7662
9,-52,-23,-491
-12,84,-51,-1059
9,-47,-17,-440
16,3,36,84
-87,-46,50,4052
-11,10,17,-93
-38,-4,30,182
32,81,78,2670
50,-78,-52,-3952
89,-96,-28,-8572
56,14,-17,767
70,-62,-28,-4368
70,45,97,3247
50,14,25,725
-77,12,43,-881
-39,65,60,-2475
-14,-9,2,128
17,7,-28,91
78,-14,-36,-1128
49,-25,-19,-1244
-34,-84,4,2860
-81,-83,60,6783
-68,7,99,-377
-79,42,-38,-3356
74,6,71,515
-37,17,-63,-692
40,86,-99,3341
-75,-48,82,3682
-53,-30,-42,1548
13,39,-4,503
-4,-93,-31,341
76,-92,-67,-7059
-3,43,-13,-142
-95,-49,-33,4622
-70,-42,-10,2930
63,-22,47,-1339
-72,-10,41,761
-3,50,4,-146
-14,19,76,-190
-80,34,49,-2671
80,10,22,822
-55,-38,89,2179
33,69,99,2376
43,-74,-33,-3215
-36,6,-8,-224
56,-44,-91,-2555
62,65,-21,4009
-57,67,-10,-3829
-79,42,17,-3301
-78,-84,72,6624
15,-14,95,-115
61,-54,56,-3238
-32,-73,87,2423
58,98,-55,5629
-88,57,80,-4936
-17,-66,49,1171
4,-89,-98,-454
51,-63,39,-3174
-53,68,14,-3590
34,-69,66,-2280
52,9,67,535
15,37,-36,519
-44,84,-100,-3796
-56,-48,39,2727
79,-49,64,-3807
-81,-42,11,3413
-49,47,-43,-2346
27,33,0,891
61,98,47,6025
-73,18,15,-1299
12,95,-59,1081
67,-42,-1,-2815
-12,81,-98,-1070
-28,-17,-32,444
-24,20,-48,-528
15,42,92,722
-98,52,20,-5076
31,36,-54,1062
-77,81,-4,-6241
48,64,18,3090
-40,30,-52,-1252
31,85,-6,2629
-44,49,79,-2077
-2,-84,68,236
67,-50,64,-3286
-83,71,53,-5840
37,93,-72,3369
27,46,-39,1203
-87,91,81,-7836
-79,-20,-22,1558
-57,-3,-87,84
-46,42,22,-1910
-48,-37,-70,1706
-25,22,-79,-629
50,-24,9,-1191
-60,-69,-14,4126
55,77,-51,4184
-51,-41,36,2127
27,93,-44,2467
-93,42,4,-3902
-50,70,15,-3485
-21,-38,73,871
-12,-34,30,438
-98,58,-67,-5751
-42,18,-40,-796
30,-32,-58,-1018
74,-63,11,-4651
50,4,60,260
89,-6,-71,-605
-73,-46,32,3390
-63,61,-35,-3878
81,38,-69,3009
72,-64,62,-4546
-41,-42,41,1763
59,1,-80,-21
57,28,-98,1498
-80,86,-24,-6904
-91,-31,68,2889
-68,-23,-4,1560
-87,47,-20,-4109
42,-30,48,-1212
85,-37,48,-3097
42,-86,75,-3537
26,-16,4,-412
-16,-99,16,1600
-27,-28,-64,692
-14,66,-92,-1016
70,-49,22,-3408
-44,-23,-9,1003
50,-35,-31,-1781
98,20,28,1988
-39,16,-6,-630
84,-17,14,-1414
61,37,89,2346
-56,-11,25,641
-29,75,-74,-2249
-83,-71,80,5973
-9,-31,-19,260
61,29,77,1846
-77,21,4,-1613
3,-53,-14,-173
-72,-78,-43,5573
-89,59,20,-5231
61,-16,-15,-991
20,-60,90,-1110
-45,33,-6,-1491
26,-76,-57,-2033
-89,67,74,-5889
-90,62,45,-5535
-62,41,-28,-2570
13,5,10,75
99,48,37,4789
60,-8,-34,-514
82,-47,100,-3754
-16,82,-32,-1344
10,27,86,356
79,-70,-98,-5628
-13,-4,-32,20
76,35,88,2748
-45,-60,-77,2623
61,24,89,1553
-95,34,-39,-3269
-66,-80,46,5326
80,34,100,2820
-88,-34,68,3060
-55,-83,58,4623
-70,34,66,-2314
-97,1,-73,-170
98,4,5,397
-87,57,-72,-5031
-88,39,63,-3369
95,-7,-19,-684
-25,-44,55,1155
15,23,14,359
-30,3,-24,-114
51,69,-98,3421
-73,44,54,-3158
-67,97,-13,-6512
-65,-39,-20,2515
-34,29,-73,-1059
-86,-85,50,7360
3,-45,98,-37
68,-52,-2,-3538
-94,-60,-32,5608
-99,-28,0,2772
-78,24,80,-1792
100,84,-80,8320
-67,19,10,-1263
50,-2,100,0
-19,32,67,-541
89,-95,-35,-8490
-37,-66,83,2525
-84,-13,48,1140
0,39,-8,-8
-10,-29,-32,258
-24,100,-17,-2417
27,80,31,2191
59,-63,48,-3669
35,94,-19,3271
-18,2,-15,-51
99,-59,-64,-5905
-9,-89,33,834
87,-81,-96,-7143
-10,-44,57,497
22,0,45,45
88,-74,8,-6504
91,-3,-53,-326
91,-48,-27,-4395
-80,84,-39,-6759
43,-69,13,-2954
-97,-100,83,9783
50,44,71,2271
47,11,19,536
1,-12,-90,-102
26,-71,78,-1768
1,89,37,126
-10,-61,-96,514
23,6,89,227
70,-53,-51,-3761
-26,57,-2,-1484
17,-82,88,-1306
35,-83,-12,-2917
52,-64,93,-3235
-60,20,-18,-1218
-31,-64,95,2079
79,18,87,1509
-34,-86,-13,2911
-10,20,78,-122
85,-50,-70,-4320
-68,61,15,-4133
-28,-47,-65,1251
-9,47,42,-381
55,-24,-59,-1379
1,4,-37,-33
-49,-10,71,561
-23,-58,95,1429
3,-23,42,-27
-42,68,7,-2849
61,6,37,403
58,90,23,5243
-11,92,-69,-1081
-8,65,-46,-566
29,-2,83,25
-41,31,93,-1178
-90,23,-14,-2084
33,97,-66,3135
36,93,-79,3269
-60,-35,19,2119
50,-54,-90,-2790
28,76,38,2166
-32,18,49,-527
11,-34,2,-372
96,-3,-54,-342
95,-44,84,-4096
-28,54,87,-1425
37,30,-73,1037
-61,-6,-13,353
2,-16,81,49
-12,-58,17,713
-96,-24,60,2364
-36,92,-57,-3369
-52,16,45,-787
-56,-8,-20,428
35,29,-29,986
-28,73,19,-2025
92,57,-53,5191
43,-69,-2,-2969
46,45,-51,2019
80,34,45,2765
-46,47,-52,-2214
-98,42,-20,-4136
63,6,-77,301
-81,5,-51,-456
13,-43,30,-529
-74,-82,73,6141
-55,66,-92,-3722
-41,-71,76,2987
21,53,34,1147
0,34,56,56
45,53,-20,2365
-9,60,-87,-627
-44,7,14,-294
-1,80,94,14
70,-19,26,-1304
-5,49,-74,-319
-19,82,33,-1525
-21,31,91,-560
-56,93,15,-5193
-1,2,-68,-70
81,-58,-6,-4704
35,36,98,1358
56,59,-39,3265
-93,39,57,-3570
-23,-66,2,1520
46,-10,-67,-527
26,-87,-99,-2361
18,13,15,249
-55,17,95,-840
86,10,-28,832
38,95,-25,3585
14,-17,-32,-270
-44,-31,23,1387
-74,90,77,-6583
39,-93,65,-3562
11,-25,-68,-343
-84,-22,100,1948
-96,67,52,-6380
-32,-7,88,312
-16,14,9,-215
39,77,-14,2989
30,-52,57,-1503
78,83,-37,6437
-99,-71,36,7065
64,-72,77,-4531
-73,-72,90,5346
-69,-81,82,5671
85,73,66,6271
67,-69,16,-4607
-95,37,-8,-3523
30,76,-64,2216
-79,15,67,-1118
-75,71,-53,-5378
-5,-73,2,367
20,-6,21,-99
-7,92,-87,-731
-24,77,15,-1833
-71,9,55,-584
47,-83,81,-3820
-96,-17,-40,1592
-100,57,-29,-5729
-79,-72,-92,5596
-30,-29,-95,775
-52,12,-63,-687
-66,-84,3,5547
67,25,-17,1658
70,92,79,6519
35,71,100,2585
28,-12,56,-280
86,-62,96,-5236
-55,-60,23,3323
-99,-94,-23,9283
10,93,-50,880
-47,-14,-75,583
-37,98,-90,-3716
-59,0,35,35
65,36,60,2400
-13,-80,68,1108
-18,-60,84,1164
-80,-88,-80,6960
67,-36,-96,-2508
-71,6,-82,-508
97,-56,-1,-5433
-6,-64,81,465
-64,-66,-62,4162
16,2,-15,17
98,-95,27,-9283
37,82,24,3058
34,-18,-52,-664
-13,-12,99,255
-93,8,-28,-772
-37,-38,55,1461
-97,-93,-16,9005
-42,11,-58,-520
-20,55,6,-1094
77,-4,-23,-331
17,-48,-1,-817
-48,-67,96,3312
52,26,-28,1324
49,33,-37,1580
70,-61,-96,-4366
82,-35,87,-2783
-83,-41,-98,3305
-17,75,97,-1178
87,84,67,7375
17,9,-68,85
59,-55,38,-3207
80,89,-24,7096
-79,42,-62,-3380
-92,-23,-7,2109
-97,-85,43,8288
11,53,95,678
-17,100,-35,-1735
51,60,-39,3021
89,54,52,4858
-68,-97,-63,6533
-8,-23,-94,90
97,23,48,2279
81,-96,-81,-7857
25,-38,29,-921
86,-47,-33,-4075
-87,59,45,-5088
4,69,-13,263
-79,-46,81,3715
43,-52,27,-2209
96,-31,1,-2975
2,-26,-73,-125
74,47,29,3507
-76,-8,49,657
-73,80,-61,-5901
-62,-48,-7,2969
-62,57,99,-3435
44,18,8,800
1,25,-54,-29
68,-96,-39,-6567
-55,-80,29,4429
30,19,-36,534
67,37,-11,2468
-89,-35,16,3131
47,-7,-66,-395
61,2,-79,43
79,-48,85,-3707
-61,67,-55,-4142
7,-10,81,11
67,53,51,3602
83,-40,-93,-3413
62,-65,-52,-4082
-52,27,26,-1378
-30,-88,-4,2636
48,-76,62,-3586
-80,10,-59,-859
-46,-12,-93,459
52,-93,8,-4828
88,-87,87,-7569
40,81,28,3268
18,88,69,1653
-99,98,38,-9664
64,47,66,3074
23,79,-39,1778
-88,67,-87,-5983
-90,-65,64,5914
-60,-5,-97,203
27,-80,77,-2083
-87,-2,10,184
-74,-8,-72,520
82,-78,52,-6344
-63,-7,-14,427
45,75,-78,3297
-60,-22,71,1391
-4,71,30,-254
28,-15,-50,-470
-95,-51,-6,4839
-29,3,26,-61
68,-28,13,-1891
-10,97,49,-921
-30,15,-87,-537
54,-35,-59,-1949
-43,26,20,-1098
-7,-100,70,770
-8,-15,62,182
78,-47,30,-3636
68,76,9,5177
48,-62,72,-2904
-17,20,-89,-429
-4,22,45,-43
-75,-57,26,4301
-16,-10,79,239
57,-97,46,-5483
-26,-64,14,1678
18,86,51,1599
-97,65,-73,-6378
-97,-15,-19,1436
83,-55,1,-4564
-81,48,75,-3813
-89,18,38,-1564
56,-96,-37,-5413
-72,-1,-84,-12
40,-93,8,-3712
-39,-38,-1,1481
70,-78,-90,-5550
-71,10,32,-678
55,-1,-8,-63
73,-67,-69,-4960
33,-81,48,-2625
-96,67,-51,-6483
5,-33,18,-147
51,80,-75,4005
-11,-1,32,43
-89,16,17,-1407
25,-11,-15,-290
-57,-53,32,3053
-90,67,-79,-6109
11,97,-19,1048
-13,-100,66,1366
8,43,84,428
8,9,-24,48
28,-45,55,-1205
83,67,-91,5470
-48,41,45,-1923
33,73,73,2482
29,82,75,2453
-25,-73,-27,1798
-6,32,-76,-268
-49,57,-75,-2868
39,2,83,161
1,39,-61,-22
-72,8,10,-566
-81,-97,-54,7803
70,-69,86,-4744
-38,83,38,-3116
36,-37,99,-1233
79,-76,-76,-6080
99,3,-3,294
-78,63,41,-4873
81,87,-22,7025
62,90,-13,5567
-90,32,-23,-2903
-71,-24,47,1751
17,88,81,1577
93,71,84,6687
-17,27,82,-377
20,-31,57,-563
-31,-78,-1,2417
35,41,-92,1343
-100,-15,62,1562
11,-21,-19,-250
-79,-86,89,6883
-98,64,-100,-6372
89,-13,-23,-1180
-55,-100,42,5542
-37,34,16,-1242
-94,100,22,-9378
12,88,-14,1042
73,50,-67,3583
-77,92,47,-7037
5,12,-42,18
-35,0,-48,-48
-31,-66,-46,2000
69,-71,44,-4855
-33,-12,22,418
-53,16,15,-833
-20,94,14,-1866
89,-73,0,-6497
-89,3,-76,-343
87,-41,-76,-3643
-55,-41,-6,2249
2,-20,77,37
49,55,55,2750
-89,-96,5,8549
80,-42,-90,-3450
31,-55,-49,-1754
-88,15,-20,-1340
32,-51,-79,-1711
14,17,36,274
-64,72,-7,-4615
11,-53,100,-483
50,-83,53,-4097
66,-57,86,-3676
-56,-94,21,5285
-30,85,65,-2485
53,13,27,716
-36,-16,-43,533
-80,41,31,-3249
23,70,23,1633
-85,-26,51,2261
-7,-70,-92,398
-49,12,-79,-667
6,-62,-41,-413
-62,78,-59,-4895
-86,-99,32,8546
-42,59,1,-2477
-31,-85,98,2733
44,-37,25,-1603
-81,30,-67,-2497
33,-55,-49,-1864
52,-67,-75,-3559
17,0,-17,-17
17,-10,2,-168
75,0,-67,-67
16,42,-5,667
72,-89,-22,-6430
-22,48,91,-965
97,42,-97,3977
68,66,-3,4485
69,73,-41,4996
-60,-83,19,4999
69,48,54,3366
81,-42,-3,-3405
-75,85,50,-6325
-87,-26,13,2275
62,27,-60,1614
8,98,41,825
80,55,-27,4373
32,55,-11,1749
-66,65,-21,-4311
-79,-28,-29,2183
-42,76,69,-3123
-77,-60,-34,4586
-76,2,-83,-235
93,-49,-18,-4575
92,96,-11,8821
-39,100,37,-3863
8,-53,-15,-439
87,-77,-41,-6740
95,27,-82,2483
100,-44,13,-4387
53,-80,61,-4179
49,66,-3,3231
83,-65,20,-5375
98,12,-68,1108
-35,-92,61,3281
7,34,34,272
-58,-96,75,5643
22,-81,12,-1770
78,-34,17,-2635
70,-48,32,-3328
-54,-61,68,3362
-84,-86,-26,7198
49,10,84,574
25,19,-11,464
80,-29,44,-2276
-51,-86,49,4435
-48,-16,-21,747
-76,-90,-67,6773
-83,90,20,-7450
-62,20,-50,-1290
5,1,-54,-49
-12,98,28,-1148
-39,25,-12,-987
87,-43,17,-3724
89,-53,-4,-4721
-31,97,7,-3000
-63,-93,80,5939
-56,100,5,-5595
-29,-53,21,1558
-53,82,-10,-4356
60,-53,58,-3122
-29,-100,-58,2842
30,65,86,2036
8,-69,88,-464
-17,-11,-84,103
-45,59,72,-2583
-58,0,4,4
-67,79,-39,-5332
-51,-26,-55,1271
-83,-82,78,6884
-90,11,-7,-997
-77,37,-75,-2924
72,-15,24,-1056
70,-60,-94,-4294
16,-42,40,-632
-8,75,59,-541
96,42,-71,3961
-48,38,-29,-1853
87,-86,85,-7397
74,85,59,6349
68,56,-43,3765
-87,22,0,-1914
-89,-19,-68,1623
-6,26,60,-96
90,91,-23,8167
-75,-81,4,6079
-100,-19,1,1901
-58,15,51,-819
-74,53,60,-3862
93,-70,-74,-6584
48,-13,-46,-670
-21,-77,32,1649
39,74,-93,2793
57,29,92,1745
-20,76,-96,-1616
8,17,0,136
-53,15,-91,-886
92,53,-65,4811
-51,61,-78,-3189
-43,45,-67,-2002
98,72,-47,7009
-8,30,70,-170
46,-7,43,-279
50,-58,38,-2862
18,-3,42,-12
49,-59,77,-2814
95,69,-9,6546
-70,-7,-17,473
46,-23,-54,-1112
-30,-90,-19,2681
59,91,-75,5294
-2,-42,98,182
79,-73,-86,-5853
25,-67,74,-1601
19,-24,-23,-479
31,23,-25,688
97,1,-98,-1
60,6,-34,326
51,-1,-17,-68
-98,30,29,-2911
-97,97,-58,-9467
-10,40,23,-377
39,-14,60,-486
-59,-61,-56,3543
85,-65,-66,-5591
-73,-67,13,4904
-94,81,-100,-7714
-13,-96,-98,1150
19,42,-42,756
21,-64,-79,-1423
-59,81,-72,-4851
-62,22,14,-1350
18,0,-33,-33
66,-31,-42,-2088
74,44,-64,3192
36,-77,-62,-2834
-44,31,-16,-1380
91,0,-72,-72
44,30,-37,1283
-43,65,21,-2774
77,-37,69,-2780
10,42,54,474
-1,2,-1,-3
20,89,92,1872
-26,-62,-92,1520
-16,71,-91,-1227
-17,98,16,-1650
71,5,98,453
63,47,-67,2894
-72,-72,-50,5134
24,-89,80,-2056
62,-46,-77,-2929
96,58,-17,5551
-84,-49,-27,4089
-42,-47,-100,1874
-11,84,89,-835
-16,95,97,-1423
-39,-100,78,3978
-36,-58,91,2179
84,60,50,5090
-86,34,17,-2907
83,34,-84,2738
-68,-12,2,818
97,-16,-73,-1625
66,-21,20,-1366
11,87,56,1013
53,47,-40,2451
36,-87,-73,-3205
-95,82,-16,-7806
-19,-55,-76,969
78,-27,-36,-2142
-3,-69,-74,133
74,-84,71,-6145
54,5,-38,232
-40,83,-53,-3373
-78,5,-69,-459
-26,-25,26,676
-72,25,85,-1715
-74,-89,-74,6512
5,28,-83,57
100,-12,8,-1192
-53,62,71,-3215
44,-27,-55,-1243
13,-13,9,-160
56,-71,90,-3886
46,-77,-77,-3619
-36,46,51,-1605
-53,-80,-30,4210
11,-65,-81,-796
38,38,-48,1396
-11,-71,-38,743
-15,-32,45,525
-99,91,-97,-9106
-78,47,-93,-3759
63,-14,-73,-955
14,-60,-64,-904
-1,83,25,-58
-24,-6,-27,117
78,6,-16,452
-62,66,87,-4005
-86,-15,-20,1270
7,-95,-16,-681
-7,1,45,38
-81,-100,7,8107
65,48,97,3217
11,-89,6,-973
52,44,69,2357
-97,-84,-3,8145
72,-96,-83,-6995
3,-55,-10,-175
-24,27,8,-640
69,97,52,6745
78,-80,55,-6185
2,-94,29,-159
69,13,-97,800
39,73,-32,2815
40,47,81,1961
-9,-52,18,486
-61,-75,10,4585
-16,-19,-33,271
-18,16,25,-263
46,62,-8,2844
-69,-14,-50,916
-12,6,-82,-154
-70,-62,-82,4258
19,-56,74,-990
-83,6,-96,-594
67,78,90,5316
-62,-13,-12,794
-28,-42,0,1176
4,65,-22,238
75,-68,63,-5037
5,-29,62,-83
-23,58,-68,-1402
-37,-1,73,110
100,-32,-99,-3299
20,-78,50,-1510
-32,-58,34,1890
-92,-8,20,756
88,-26,-79,-2367
-98,-48,-98,4606
-79,95,3,-7502
-16,-22,-43,309
